movie_title,original_language,popularity,vote_average,vote_count,release_date,production_budget,worldwide_gross,release_year,release_month,genres,studio
fantastic beasts: the crimes of grindelwald,en,48.508,6.9,4870,2018-11-16,200000000,652220086,2018,11,cross-genre,WB
fantastic four,en,16.36,4.4,3837,2015-08-07,120000000,167849187,2015,8,cross-genre,Fox
fast five,en,2.097,7.2,4294,2011-04-29,125000000,630163454,2011,4,cross-genre,Uni.
faster,en,14.172,6.2,895,2010-11-24,24000000,35792945,2010,11,cross-genre,CBS
father figures,en,12.45,5.8,277,2017-12-22,25000000,21038441,2017,12,cross-genre,WB
fences,en,12.753,6.8,1465,2016-12-16,24000000,64282881,2016,12,drama,Par.
ferdinand,en,19.479,7.1,1425,2017-12-15,111000000,289847930,2017,12,cross-genre,Fox
fifty shades darker,en,12.083,6.1,4489,2017-02-10,55000000,381398492,2017,2,cross-genre,Uni.
fifty shades freed,en,22.512,6.1,3535,2018-02-09,55000000,371350619,2018,2,cross-genre,Uni.
fifty shades of black,en,8.784,4.4,677,2016-01-29,5000000,22113075,2016,1,comedy,ORF
fifty shades of grey,en,21.229,5.4,6451,2015-02-13,40000000,570998101,2015,2,cross-genre,Uni.
final destination 5,en,13.392,6.0,1701,2011-08-12,40000000,155011165,2011,8,horror,WB (NL)
finding dory,en,15.393,7.0,7845,2016-06-17,200000000,1021215193,2016,6,cross-genre,BV
first man,en,22.958,7.1,2304,2018-10-12,60000000,105203825,2018,10,cross-genre,Uni.
fist fight,en,9.808,6.0,708,2017-02-17,25000000,40286416,2017,2,comedy,WB (NL)
flight,en,11.692,6.7,3582,2012-11-02,31000000,160558438,2012,11,cross-genre,Par.
flipped,en,9.781,7.4,859,2010-08-06,14000000,4289993,2010,8,cross-genre,WB
florence foster jenkins,en,8.453,6.7,849,2016-08-12,29000000,56000339,2016,8,cross-genre,Par.
for colored girls,en,2.858,6.8,33,2010-11-05,21000000,38017873,2010,11,drama,LGF
four lions,en,9.968,7.0,621,2010-11-05,3750000,2436111,2010,11,cross-genre,Drft.
frances ha,en,9.42,7.4,624,2013-05-17,3000000,11262769,2013,5,cross-genre,IFC
frankenweenie,en,14.627,6.8,1685,2012-10-05,39000000,81150788,2012,10,cross-genre,BV
freakonomics,en,5.705,6.6,57,2010-10-01,2900000,172867,2010,10,documentary,Magn.
free birds,en,11.062,5.8,410,2013-11-01,55000000,110387072,2013,11,cross-genre,Rela.
free fire,en,12.116,6.3,540,2017-04-21,10000000,3793739,2017,4,cross-genre,A24
free state of jones,en,8.574,6.6,787,2016-06-24,50000000,23237252,2016,6,cross-genre,STX
freeheld,en,7.313,7.3,360,2015-10-02,7000000,1732228,2015,10,cross-genre,LGF
friend request,en,2.107,5.5,43,2017-09-22,9900000,11310835,2017,9,thriller,ENTMP
friends with benefits,en,14.019,6.6,4637,2011-07-22,35000000,146595891,2011,7,cross-genre,SGem
from paris with love,en,12.862,6.2,1075,2010-02-05,52000000,53139168,2010,2,cross-genre,LGF
frozen,en,9.678,5.8,987,2013-11-22,150000000,1272469910,2013,11,cross-genre,BV
fruitvale station,en,9.587,7.4,645,2013-07-12,900000,17549645,2013,7,cross-genre,Wein.
fun size,en,7.072,5.5,249,2012-10-26,14000000,11166615,2012,10,cross-genre,Par.
furious 7,en,20.396,7.3,6538,2015-04-03,190000000,1518722794,2015,4,cross-genre,Uni.
furry vengeance,en,9.45,4.6,283,2010-04-30,35000000,39340177,2010,4,cross-genre,Sum.
g.i. joe: retaliation,en,15.065,5.5,3883,2013-03-27,140000000,375740705,2013,3,cross-genre,Par.
game night,en,19.459,6.9,2756,2018-02-23,37000000,117378084,2018,2,comedy,WB (NL)
gangster squad,en,13.029,6.3,2527,2013-01-11,60000000,104100903,2013,1,cross-genre,WB
genius,en,9.417,6.5,391,2016-06-10,17000000,7265283,2016,6,cross-genre,RAtt.
geostorm,en,13.653,5.8,2246,2017-10-20,100000000,220796009,2017,10,cross-genre,WB
get hard,en,12.129,6.0,1469,2015-03-27,40000000,106511453,2015,3,cross-genre,WB
get him to the greek,en,8.485,5.9,980,2010-06-04,40000000,91455875,2010,6,cross-genre,Uni.
get on up,en,6.288,6.7,251,2014-08-01,30000000,33339868,2014,8,cross-genre,Uni.
get out,en,0.834,5.5,8,2017-02-24,5000000,255367951,2017,2,cross-genre,Uni.
ghost rider: spirit of vengeance,en,18.678,4.8,2039,2012-02-17,57000000,149217355,2012,2,cross-genre,Sony
gifted,en,16.745,7.9,2035,2017-04-07,7000000,36964656,2017,4,documentary,FoxS
girls trip,en,8.589,6.8,968,2017-07-21,28000000,140886353,2017,7,cross-genre,Uni.
gods of egypt,en,18.517,5.4,2353,2016-02-26,140000000,138836756,2016,2,cross-genre,LG/S
going the distance,en,8.281,6.0,394,2010-09-03,32000000,43603990,2010,9,cross-genre,WB (NL)
gone girl,en,31.215,7.9,10459,2014-10-03,61000000,368567189,2014,10,cross-genre,Fox
goosebumps,en,18.957,6.2,2147,2015-10-16,58000000,158905324,2015,10,cross-genre,Sony
goosebumps 2: haunted halloween,en,20.238,5.6,428,2018-10-12,35000000,93291478,2018,10,cross-genre,Sony
gotti,en,10.034,5.2,231,2018-06-15,10000000,6089100,2018,6,cross-genre,VE
gravity,en,27.836,7.2,9586,2013-10-04,110000000,693698673,2013,10,cross-genre,WB
green book,en,36.284,8.3,3499,2018-11-16,23000000,322034439,2018,11,cross-genre,Uni.
green lantern,en,17.257,5.1,4290,2011-06-17,200000000,219535492,2011,6,cross-genre,WB
green room,en,9.943,6.8,1314,2016-04-15,5000000,3807503,2016,4,cross-genre,A24
green zone,en,11.519,6.4,1176,2010-03-12,100000000,97523020,2010,3,cross-genre,Uni.
grown ups,en,14.291,6.1,3171,2010-06-25,75000000,272223430,2010,6,comedy,Sony
grown ups 2,en,11.289,5.9,2090,2013-07-12,80000000,247023808,2013,7,comedy,Sony
grudge match,en,7.918,6.0,711,2013-12-25,40000000,69807260,2013,12,cross-genre,WB
guardians of the galaxy,en,49.606,7.9,17958,2014-08-01,170000000,770867516,2014,8,cross-genre,BV
gulliver's travels,en,10.768,5.1,1282,2010-12-25,112000000,232017848,2010,12,cross-genre,Fox
hacksaw ridge,en,24.074,8.1,6608,2016-11-04,40000000,168904682,2016,11,cross-genre,LGF
"hail, caesar!",en,12.312,5.9,2328,2016-02-05,22000000,64160680,2016,2,cross-genre,Uni.
hall pass,en,9.984,5.5,1009,2011-02-25,68000000,87173475,2011,2,cross-genre,WB (NL)
hands of stone,en,8.17,6.1,167,2016-08-26,20000000,5031975,2016,8,cross-genre,Wein.
hanna,en,9.709,6.6,1944,2011-04-08,30000000,65343694,2011,4,cross-genre,Focus
happy death day,en,21.23,6.6,3211,2017-10-13,5000000,125010260,2017,10,cross-genre,Uni.
happy feet two,en,8.131,5.9,754,2011-11-18,135000000,157956466,2011,11,cross-genre,WB
hardcore henry,en,10.459,6.2,1294,2016-04-08,2000000,17187434,2016,4,cross-genre,STX
haywire,en,10.015,5.6,747,2012-01-20,23000000,36374700,2012,1,cross-genre,Rela.
heaven is for real,en,9.718,6.2,363,2014-04-16,12000000,100916299,2014,4,cross-genre,TriS
hell fest,en,12.955,5.5,273,2018-09-28,5500000,18119231,2018,9,horror,LGF
hell or high water,en,15.749,7.3,2468,2016-08-12,12000000,37584304,2016,8,cross-genre,LGF
"hello, my name is doris",en,7.802,6.4,265,2016-03-11,1000000,14662703,2016,3,cross-genre,RAtt.
here comes the boom,en,10.265,6.0,812,2012-10-12,42000000,73239258,2012,10,cross-genre,Sony
hereafter,en,7.886,5.9,848,2010-10-15,50000000,108660270,2010,10,cross-genre,WB
hereditary,en,26.185,7.0,2491,2018-06-08,10000000,70133905,2018,6,cross-genre,A24
hesher,en,7.14,7.0,335,2011-05-13,7000000,382946,2011,5,cross-genre,WHE
hidden figures,en,14.751,8.0,4710,2016-12-25,25000000,231771716,2016,12,cross-genre,Fox
high school,en,5.762,5.8,68,2012-06-01,10000000,248133,2012,6,comedy,Anch.
higher ground,en,4.545,5.9,21,2011-08-23,1800000,842693,2011,8,drama,SPC
hitman: agent 47,en,14.082,5.6,1764,2015-08-21,35000000,82182803,2015,8,cross-genre,Fox
hobo with a shotgun,en,8.844,5.9,300,2011-05-06,3000000,834953,2011,5,cross-genre,Magn.
holy motors,fr,5.31,7.0,431,2012-10-17,4000000,4230426,2012,10,cross-genre,IM
home again,en,10.478,5.9,659,2017-09-08,15000000,37336874,2017,9,drama,ORF
homefront,en,14.422,6.5,1410,2013-11-27,22000000,51695362,2013,11,cross-genre,ORF
hop,en,14.738,5.6,611,2011-04-01,63000000,188657593,2011,4,cross-genre,Uni.
hope springs,en,8.313,6.1,429,2012-08-08,30000000,133085295,2012,8,cross-genre,Sony
horrible bosses,en,14.058,6.5,3842,2011-07-08,35000000,212417601,2011,7,cross-genre,WB (NL)
horrible bosses 2,en,18.421,6.2,2581,2014-11-26,40000000,105945357,2014,11,cross-genre,WB
hot pursuit,en,9.607,5.6,1000,2015-05-08,35000000,45671512,2015,5,cross-genre,WB (NL)
hot tub time machine,en,10.15,6.0,1383,2010-03-26,36000000,65967750,2010,3,cross-genre,MGM
hot tub time machine 2,en,8.053,5.1,512,2015-02-20,14000000,12826644,2015,2,cross-genre,Par.
hotel artemis,en,14.585,5.9,471,2018-06-08,15000000,12758799,2018,6,cross-genre,Global Road
hotel transylvania,en,15.318,6.9,5013,2012-09-28,85000000,378505812,2012,9,cross-genre,Sony
hotel transylvania 2,en,16.553,6.7,3184,2015-09-25,80000000,469500298,2015,9,cross-genre,Sony
hotel transylvania 3: summer vacation,en,26.815,6.8,1673,2018-07-13,65000000,527079962,2018,7,cross-genre,Sony
house at the end of the street,en,8.72,5.8,1033,2012-09-21,6900000,44103982,2012,9,cross-genre,Rela.
how to be a latin lover,en,11.0,6.3,197,2017-04-28,10000000,62556228,2017,4,cross-genre,PNT
how to be single,en,10.271,6.1,2036,2016-02-12,37000000,100003780,2016,2,cross-genre,WB (NL)
how to train your dragon,en,28.734,7.7,7610,2010-03-26,165000000,494870992,2010,3,cross-genre,P/DW
how to train your dragon 2,en,27.106,7.7,5589,2014-06-13,145000000,614586270,2014,6,cross-genre,Fox
hugo,en,12.936,7.1,4124,2011-11-23,180000000,180047784,2011,11,cross-genre,Par.
hunt for the wilderpeople,en,12.545,7.8,915,2016-06-24,2500000,23845533,2016,6,cross-genre,Orch.
i am not your negro,en,7.026,8.1,196,2017-02-03,1000000,9617402,2017,2,documentary,Magn.
i am number four,en,11.555,6.0,2805,2011-02-18,50000000,146195159,2011,2,cross-genre,BV
i don't know how she does it,en,8.271,5.2,231,2011-09-16,24000000,24474463,2011,9,cross-genre,Wein.
i feel pretty,en,16.298,6.4,1088,2018-04-20,32000000,91553797,2018,4,cross-genre,STX
i origins,en,8.459,7.6,1814,2014-07-18,1000000,852399,2014,7,cross-genre,FoxS
i spit on your grave,en,13.102,6.3,977,2010-10-08,1750000,1278471,2010,10,cross-genre,Anch.
"i, frankenstein",en,12.7,5.2,1090,2014-01-24,65000000,74575290,2014,1,cross-genre,LGF
"i, tonya",en,15.407,7.5,2904,2017-12-08,11000000,53797409,2017,12,cross-genre,Neon
ice age: collision course,en,18.233,5.9,2430,2016-07-22,105000000,402156682,2016,7,cross-genre,Fox
ice age: continental drift,en,17.537,6.3,4598,2012-07-13,95000000,879765137,2012,7,cross-genre,Fox
ida,pl,7.568,7.3,455,2014-05-02,2600000,15298355,2014,5,drama,MBox
identity thief,en,13.553,5.8,2230,2013-02-08,35000000,175361578,2013,2,cross-genre,Uni.
if beale street could talk,en,13.579,7.2,388,2018-12-14,12000000,19859167,2018,12,cross-genre,Annapurna
if i stay,en,12.047,7.4,2703,2014-08-22,11000000,78356170,2014,8,cross-genre,WB (NL)
immortals,en,14.774,5.8,1431,2011-11-11,75000000,211562435,2011,11,cross-genre,Rela.
in the heart of the sea,en,14.33,6.6,2137,2015-12-11,100000000,89693309,2015,12,cross-genre,WB
in the land of blood and honey,en,5.099,6.1,83,2011-12-23,13000000,509193,2011,12,cross-genre,FD
in time,en,18.912,6.8,6245,2011-10-28,35000000,165103952,2011,10,cross-genre,Fox
incarnate,en,7.137,5.2,314,2016-12-02,5000000,9371036,2016,12,cross-genre,BH Tilt
inception,en,27.92,8.3,22186,2010-07-16,160000000,835524642,2010,7,cross-genre,WB
incredibles 2,en,36.286,7.6,6354,2018-06-15,200000000,1242520711,2018,6,cross-genre,BV
independence day: resurgence,en,15.732,5.1,3911,2016-06-24,165000000,384169424,2016,6,cross-genre,Fox
inferno,en,17.41,5.9,3877,2016-10-28,75000000,219519367,2016,10,documentary,Sony
inherent vice,en,14.244,6.6,1359,2014-12-12,20000000,14772346,2014,12,cross-genre,WB
inside job,en,9.514,7.8,466,2010-10-08,2000000,7799257,2010,10,cross-genre,SPC
inside llewyn davis,en,10.549,7.2,1400,2013-12-06,11000000,32943247,2013,12,cross-genre,CBS
inside out,en,4.758,4.4,18,2015-06-19,175000000,854235992,2015,6,cross-genre,BV
insidious,en,16.197,6.9,3582,2011-04-01,1500000,99870886,2011,4,cross-genre,FD
insidious: the last key,en,16.017,6.1,1306,2018-01-05,10000000,167885588,2018,1,cross-genre,Uni.
instant family,en,22.634,7.6,782,2018-11-16,48000000,119736188,2018,11,cross-genre,Par.
interstellar,en,28.44,8.2,18597,2014-11-05,165000000,666379375,2014,11,cross-genre,Par.
into the storm,en,8.884,5.8,1169,2014-08-08,50000000,150429371,2014,8,documentary,WB (NL)
into the woods,en,1.201,2.7,3,2014-12-25,56200000,213116401,2014,12,cross-genre,BV
iron man 2,en,28.515,6.8,12368,2010-05-07,170000000,621156389,2010,5,cross-genre,Par.
iron man 3,en,32.093,6.9,14155,2013-05-03,200000000,1215392272,2013,5,cross-genre,BV
it,en,13.966,7.2,10931,2017-09-08,35000000,697457969,2017,9,cross-genre,WB (NL)
it comes at night,en,12.337,5.8,1141,2017-06-09,5000000,19720203,2017,6,cross-genre,A24
it follows,en,18.419,6.5,3485,2015-03-13,2000000,23250755,2015,3,cross-genre,RTWC
it's a wonderful afterlife,en,1.332,4.6,12,2010-10-08,10000000,1642939,2010,10,cross-genre,UTV
it's kind of a funny story,en,10.01,7.0,1324,2010-10-08,8000000,6632950,2010,10,cross-genre,Focus
j. edgar,en,8.628,6.2,1303,2011-11-09,35000000,84606030,2011,11,cross-genre,WB
jab tak hai jaan,hi,7.701,6.9,107,2012-11-13,9200000,5806666,2012,11,cross-genre,Yash
jack and jill,en,11.277,4.1,1124,2011-11-11,79000000,150519217,2011,11,comedy,Sony
jack reacher,en,18.312,6.4,4155,2012-12-21,60000000,217370736,2012,12,cross-genre,Par.
jack reacher: never go back,en,17.085,5.6,2831,2016-10-21,60000000,159946489,2016,10,cross-genre,Par.
jack ryan: shadow recruit,en,11.061,6.1,1687,2014-01-17,60000000,131377412,2014,1,cross-genre,Par.
jack the giant slayer,en,12.773,5.6,3403,2013-03-01,195000000,197687603,2013,3,cross-genre,WB (NL)
jackie,en,8.819,6.4,1420,2016-12-02,9000000,36588512,2016,12,cross-genre,FoxS
jackpot,en,0.6,6.0,1,2001-07-27,400000,44452,2001,7,cross-genre,DR
jane got a gun,en,8.825,5.5,439,2016-01-29,25000000,3771345,2016,1,cross-genre,Wein.
jason bourne,en,14.568,6.1,3611,2016-07-29,120000000,416168316,2016,7,cross-genre,Uni.
"jeff, who lives at home",en,8.821,6.2,320,2012-03-16,10000000,4708127,2012,3,cross-genre,ParV
jem and the holograms,en,7.942,5.4,241,2015-10-23,5000000,2368937,2015,10,cross-genre,Uni.
jersey boys,en,6.933,6.9,380,2014-06-20,40000000,65282732,2014,6,cross-genre,WB
jigsaw,en,17.398,6.1,1887,2017-10-27,10000000,102445196,2017,10,cross-genre,LGF
jimi: all is by my side,en,6.461,5.5,96,2014-09-26,5000000,927074,2014,9,cross-genre,XL
jobs,en,8.023,6.1,1622,2013-08-16,18000000,43402515,2013,8,cross-genre,ORF
john carter,en,18.549,6.1,3338,2012-03-09,275000000,282778100,2012,3,cross-genre,BV
john wick,en,78.123,7.2,10081,2014-10-24,30000000,76235001,2014,10,cross-genre,LG/S
johnny english reborn,en,15.542,6.1,1810,2011-10-21,45000000,164640401,2011,10,cross-genre,Uni.
jonah hex,en,13.467,4.6,708,2010-06-18,47000000,11022696,2010,6,cross-genre,WB
journey 2: the mysterious island,en,14.454,5.9,2152,2012-02-10,79000000,318146162,2012,2,cross-genre,WB (NL)
joy,en,10.305,6.5,2723,2015-12-25,60000000,101134059,2015,12,drama,Fox
joyful noise,en,6.787,6.4,70,2012-01-13,27500000,31157914,2012,1,cross-genre,WB
jumanji: welcome to the jungle,en,20.395,6.7,7213,2017-12-20,90000000,964496193,2017,12,cross-genre,Sony
jumping the broom,en,8.477,6.0,103,2011-05-06,7000000,38158601,2011,5,cross-genre,TriS
jupiter ascending,en,24.058,5.3,4401,2015-02-06,179000000,181982519,2015,2,cross-genre,WB
jurassic world,en,20.709,6.6,14056,2015-06-12,215000000,1648854864,2015,6,cross-genre,Uni.
jurassic world: fallen kingdom,en,34.958,6.5,5995,2018-06-22,170000000,1305772799,2018,6,cross-genre,Uni.
just getting started,en,8.459,4.9,94,2017-12-08,22000000,6756412,2017,12,cross-genre,BG
just go with it,en,19.565,6.4,2958,2011-02-11,80000000,214974953,2011,2,cross-genre,Sony
just wright,en,7.047,6.2,211,2010-05-14,12000000,21867665,2010,5,cross-genre,FoxS
justice league,en,34.953,6.2,7510,2017-11-17,300000000,655945209,2017,11,cross-genre,WB
justin bieber: never say never,en,8.602,5.1,240,2011-02-11,13000000,99034125,2011,2,cross-genre,Par.
katy perry: part of me,en,7.139,6.8,147,2012-07-05,12000000,32700439,2012,7,cross-genre,Par.
keanu,en,8.952,6.0,644,2016-04-29,15000000,20688141,2016,4,cross-genre,WB (NL)
kevin hart: let me explain,en,8.476,6.9,142,2013-07-03,2500000,32327255,2013,7,cross-genre,LG/S
khiladi 786,en,1.824,4.7,16,2012-12-07,5600000,14683763,2012,12,cross-genre,Eros
khumba,en,9.597,5.6,129,2013-12-06,15000000,20898221,2013,12,cross-genre,MNE
kick-ass,en,13.08,7.1,7540,2010-04-16,28000000,97531134,2010,4,cross-genre,LGF
kick-ass 2,en,14.793,6.4,3785,2013-08-16,28000000,63129909,2013,8,cross-genre,Uni.
kill list,en,7.036,6.1,332,2012-02-03,800000,462206,2012,2,cross-genre,IFC
kill the messenger,en,10.062,6.6,507,2014-10-10,5000000,6656705,2014,10,cross-genre,Focus
killer elite,en,15.135,6.2,1093,2011-09-23,70000000,65409046,2011,9,cross-genre,ORF
killer joe,en,13.742,6.5,703,2012-07-27,10000000,4659110,2012,7,cross-genre,LD
killers,en,10.221,5.8,1314,2010-06-04,75000000,95572749,2010,6,cross-genre,LGF
killing them softly,en,11.298,6.0,1105,2012-11-30,15000000,39238443,2012,11,cross-genre,Wein.
kin,en,23.805,6.2,289,2018-08-31,30000000,10096821,2018,8,cross-genre,LGF
king arthur: legend of the sword,en,21.793,6.5,3305,2017-05-12,175000000,139630336,2017,5,cross-genre,WB
kingsman: the golden circle,en,24.337,7.0,5531,2017-09-22,104000000,408803696,2017,9,cross-genre,Fox
kingsman: the secret service,en,26.103,7.6,10287,2015-02-13,94000000,404561724,2015,2,cross-genre,Fox
kites,hi,6.058,5.8,67,2010-05-21,9200000,17155193,2010,5,cross-genre,Relbig.
knock knock,en,17.867,5.0,1490,2015-10-09,2000000,6328516,2015,10,cross-genre,LGP
kong: skull island,en,29.388,6.3,6054,2017-03-10,185000000,561072059,2017,3,cross-genre,WB
krampus,en,9.417,6.0,1046,2015-12-04,15000000,61788393,2015,12,cross-genre,Uni.
kubo and the two strings,en,13.847,7.7,2029,2016-08-19,55000000,77548122,2016,8,cross-genre,Focus
kung fu panda 2,en,17.363,6.7,3628,2011-05-26,150000000,664837547,2011,5,cross-genre,P/DW
kung fu panda 3,en,16.248,6.7,2944,2016-01-29,140000000,517599142,2016,1,cross-genre,Fox
la la land,en,16.275,7.9,10028,2016-12-09,20000000,426351163,2016,12,cross-genre,LG/S
labor day,en,9.258,6.9,546,2014-01-31,18000000,14189810,2014,1,cross-genre,Par.
lady bird,en,15.974,7.3,3866,2017-11-03,10000000,78610769,2017,11,cross-genre,A24
larry crowne,en,7.261,5.8,676,2011-07-01,30000000,61449135,2011,7,cross-genre,Uni.
last vegas,en,6.533,6.4,1211,2013-01-28,28000000,112914167,2013,1,cross-genre,CBS
lawless,en,12.147,7.0,1660,2012-08-29,26000000,54393687,2012,8,cross-genre,Wein.
le havre,fr,5.973,6.9,169,2011-10-21,5500000,13480196,2011,10,cross-genre,Jan.
lean on pete,en,9.307,6.9,133,2018-04-06,8000000,2455027,2018,4,cross-genre,A24
leap year,en,11.821,6.7,990,2010-01-08,19000000,32618920,2010,1,cross-genre,Uni.
legend,en,10.542,6.2,509,1986-04-18,25000000,23506237,1986,4,horror,Uni.
legend of the guardians: the owls of ga'hoole,en,10.754,6.6,1223,2010-09-24,100000000,139716717,2010,9,cross-genre,WB
let me in,en,9.716,6.7,1061,2010-10-01,20000000,28270399,2010,10,cross-genre,Over.
letters to god,en,4.242,6.9,71,2010-04-09,3000000,3237452,2010,4,cross-genre,Viv.
letters to juliet,en,9.394,6.9,1706,2010-05-14,30000000,82148538,2010,5,cross-genre,Sum.
life as we know it,en,11.806,6.8,1748,2010-10-08,38000000,105887837,2010,10,cross-genre,WB
life of pi,en,15.0,7.3,8723,2012-11-21,120000000,620912003,2012,11,cross-genre,Fox
life of the party,en,13.696,6.2,435,2018-05-11,30000000,65759911,2018,5,cross-genre,WB (NL)
lights out,en,12.408,6.3,2220,2016-07-22,5000000,148806510,2016,7,drama,WB (NL)
like crazy,en,10.091,6.5,638,2011-10-28,250000,3728400,2011,10,cross-genre,ParV
limitless,en,19.453,7.1,6295,2011-03-18,27000000,155564919,2011,3,cross-genre,Rela.
lincoln,en,12.693,6.8,2261,2012-11-09,65000000,273346281,2012,11,cross-genre,BV
lion,en,17.216,8.1,3833,2016-11-25,12000000,149570720,2016,11,cross-genre,Wein.
little boy,en,5.805,7.0,292,2015-04-24,20000000,17769299,2015,4,cross-genre,ORF
little fockers,en,12.153,5.6,1883,2010-12-22,100000000,310650574,2010,12,cross-genre,Uni.
live by night,en,11.322,6.2,759,2016-12-25,65000000,21774432,2016,12,cross-genre,WB
locke,en,9.128,6.9,1370,2014-04-25,2000000,2088390,2014,4,drama,A24
lockout,en,11.273,5.9,1004,2012-04-13,20000000,33943049,2012,4,cross-genre,FD
logan lucky,en,15.743,6.7,1627,2017-08-18,29000000,44264271,2017,8,cross-genre,BST
london has fallen,en,15.287,5.9,2591,2016-03-04,60000000,195194085,2016,3,cross-genre,Focus
lone survivor,en,15.404,7.4,2289,2013-12-25,40000000,149804632,2013,12,cross-genre,Uni.
looper,en,16.779,6.8,6723,2012-09-28,30000000,170466405,2012,9,cross-genre,TriS
love the coopers,en,8.261,5.8,384,2015-11-13,18000000,42227490,2015,11,cross-genre,LGF
"love, simon",en,15.608,8.2,3165,2018-03-16,10000000,65520633,2018,3,cross-genre,Fox
loving,en,8.506,6.7,529,2016-11-04,9000000,12898064,2016,11,cross-genre,Focus
lucy,en,16.73,6.3,10019,2014-07-25,40000000,457507776,2014,7,cross-genre,Uni.
macgruber,en,7.666,5.3,270,2010-05-21,10000000,8629895,2010,5,cross-genre,Uni.
machete,en,12.557,6.3,1862,2010-09-03,12500000,46370970,2010,9,cross-genre,Fox
machete kills,en,10.36,5.5,1079,2013-10-11,20000000,18273009,2013,10,cross-genre,ORF
machine gun preacher,en,9.12,6.5,477,2011-09-23,30000000,3721988,2011,9,cross-genre,Rela.
mad max: fury road,en,28.099,7.4,14454,2015-05-15,150000000,370098020,2015,5,cross-genre,WB
madagascar 3: europe's most wanted,en,18.705,6.5,3380,2012-06-08,145000000,746921271,2012,6,cross-genre,P/DW
made in dagenham,en,7.275,6.6,150,2010-11-19,8000000,15644196,2010,11,cross-genre,SPC
maggie,en,13.0,5.3,958,2015-05-08,4500000,1027760,2015,5,cross-genre,RAtt.
magic mike,en,13.7,6.1,1850,2012-06-29,7000000,170549753,2012,6,cross-genre,WB
magic mike xxl,en,8.681,6.2,1110,2015-07-01,14500000,123660597,2015,7,cross-genre,WB
maleficent,en,19.274,7.0,8143,2014-05-30,180000000,758536735,2014,5,cross-genre,BV
mama,en,11.983,6.1,2421,2013-01-18,15000000,148095566,2013,1,drama,Uni.
man of steel,en,27.667,6.5,9758,2013-06-14,225000000,667999518,2013,6,cross-genre,WB
man on a ledge,en,11.263,6.3,1460,2012-01-27,42000000,49621440,2012,1,cross-genre,LG/S
manchester by the sea,en,16.638,7.5,3176,2016-11-18,8500000,77733867,2016,11,drama,RAtt.
mandela: long walk to freedom,en,8.262,6.9,319,2013-11-29,35000000,29890402,2013,11,cross-genre,Wein.
mandy,en,0.6,3.5,2,2018-09-14,6000000,1427656,2018,9,cross-genre,RLJ
manglehorn,en,7.661,5.4,94,2015-06-19,4000000,797439,2015,6,drama,IFC
margaret,en,8.747,6.3,138,2011-09-30,14000000,623292,2011,9,drama,FoxS
margin call,en,9.498,6.8,856,2011-10-21,3400000,20433227,2011,10,cross-genre,RAtt.
marmaduke,en,8.487,5.1,367,2010-06-04,50000000,89895930,2010,6,cross-genre,Fox
mars needs moms,en,8.852,5.7,299,2011-03-11,150000000,39549758,2011,3,cross-genre,BV
martha marcy may marlene,en,9.477,6.7,413,2011-10-21,1000000,5438911,2011,10,cross-genre,FoxS
mary poppins returns,en,30.419,6.6,1457,2018-12-19,130000000,341528518,2018,12,cross-genre,BV
mary queen of scots,en,16.115,6.6,592,2018-12-07,25000000,46734733,2018,12,cross-genre,Focus
max steel,en,8.88,5.2,383,2016-10-14,10000000,4563080,2016,10,cross-genre,ORF
maze runner: the scorch trials,en,17.31,6.6,6365,2015-09-18,61000000,310566162,2015,9,cross-genre,Fox
"mcfarland, usa",en,8.197,7.3,358,2015-02-20,17000000,45707924,2015,2,cross-genre,BV
me and earl and the dying girl,en,8.677,7.6,1570,2015-06-12,8000000,9266180,2015,6,cross-genre,FoxS
me before you,en,16.917,7.7,5939,2016-06-03,20000000,208265198,2016,6,cross-genre,WB (NL)
mechanic: resurrection,en,16.302,5.6,1929,2016-08-26,40000000,109738840,2016,8,cross-genre,LG/S
meek's cutoff,en,7.309,6.5,113,2011-04-08,2000000,1869928,2011,4,cross-genre,Osci.
megamind,en,22.855,6.8,3635,2010-11-05,130000000,321887208,2010,11,cross-genre,P/DW
melancholia,da,11.123,7.1,1642,2011-11-11,9400000,21817298,2011,11,cross-genre,Magn.
middle school: the worst years of my life,en,8.479,7.0,190,2016-10-07,8500000,23311293,2016,10,cross-genre,LGF
midnight in paris,en,13.171,7.5,3965,2011-05-20,30000000,162502774,2011,5,cross-genre,SPC
midnight special,en,8.653,6.3,1105,2016-03-18,18000000,7680250,2016,3,cross-genre,WB
mike and dave need wedding dates,en,11.676,6.0,1552,2016-07-08,33000000,75898100,2016,7,cross-genre,Fox
mile 22,en,21.246,6.0,920,2018-08-17,35000000,66295121,2018,8,cross-genre,STX
million dollar arm,en,7.771,6.8,353,2014-05-16,25000000,39217912,2014,5,cross-genre,BV
minions,en,9.338,6.4,7343,2015-07-10,74000000,1160336173,2015,7,cross-genre,Uni.
miracles from heaven,en,10.078,7.1,478,2016-03-16,13000000,73798736,2016,3,cross-genre,TriS
mirror mirror,en,13.221,5.8,2099,2012-03-30,85000000,173613482,2012,3,cross-genre,Rela.
miss sloane,en,12.215,7.4,912,2016-11-25,18000000,7719630,2016,11,cross-genre,EC
moana,en,1.96,6.5,16,2016-11-23,150000000,637517365,2016,11,cross-genre,BV
